,score,tweet
2700,1.0,"hello HAPPYSMILEY1
"
2701,1.0,"Hi HAPPYSMILEY1 . Twittering while at a work mtg. How cool is that?
"
2702,1.0,"working!  here in san diego ... HAPPYSMILEY1
"
2703,1.0,"""wow in the last post i wrote """"voer"""" instead of over. just thought i should clear that up HAPPYSMILEY1""
"
2704,1.0,"Watching the Good Life HAPPYSMILEY2
"
2705,1.0,"Go to sleep HAPPYSMILEY1
"
2706,1.0,"i can't wait for Keith and Katie's wedding HAPPYSMILEY2 binh i cant wait to see you!
"
2707,1.0,"HAPPYSMILEY1 tomorrow is wen... HAPPYSMILEY1
"
2708,1.0,"Working late again! I am debugging another encryption problem. The beer I had isn't helping any HAPPYSMILEY2
"
2709,1.0,"Getting ready for bed HAPPYSMILEY1
"
2710,1.0,"I have to give credit to my teacher training HAPPYSMILEY1
"
2711,1.0,"Listening to my audio testimony. I sound funny HAPPYSMILEY1
"
2712,1.0,"我要去台東囉 HAPPYSMILEY1
"
2713,1.0,"Entering BOL-Dallas info.  Stay tuned HAPPYSMILEY1
"
2714,1.0,"Getting ready to have a cup of English Tea HAPPYSMILEY1
"
2715,1.0,"sitting on the computer @ home HAPPYSMILEY1
"
2716,1.0,"Getting a shower now HAPPYSMILEY1
"
2717,1.0,"working and feeling good due to a good night's sleep HAPPYSMILEY1
"
2718,1.0,"HAPPYSMILEY1
"
2719,1.0,"HAPPYSMILEY1
"
2720,1.0,"getting ready to sleep HAPPYSMILEY1
"
2721,1.0,"I am Applying my own principal,and it works for me very nice. Do not ever do what make you happy alone ....... HAPPYSMILEY1
"
2722,1.0,"got a new name gKc5 . . .  follow me HAPPYSMILEY1 HAPPYSMILEY1 HAPPYSMILEY1!!!
"
2723,1.0,"HAPPYSMILEY1
"
2724,1.0,"heading off to wal-mart to get make-up and stuff HAPPYSMILEY1
"
2725,1.0,"HAPPYSMILEY1
"
2726,1.0,"@michelleklee you found me! I don't ever use this, though. HAPPYSMILEY1 Just watch people :D
"
2727,1.0,"Y!:Home for a bit to check the work schedule, then I'm out for the night HAPPYSMILEY1  txt the cell
"
2728,1.0,"Hi long time no see HAPPYSMILEY1
"
2729,1.0,"I'm just trying to understand what can I do with twitter HAPPYSMILEY2)
"
2730,1.0,"happy that Batman is no hero.. he's my Dark Knight HAPPYSMILEY1
"
2731,1.0,"Going back home HAPPYSMILEY2
"
2732,1.0,"beta tested Camspace.. used a mousepad to control my mouse cursor on the screen.. how ironic.. HAPPYSMILEY1 waiting for more..
"
2733,1.0,"I am also testing out twitter.... HAPPYSMILEY1
"
2734,1.0,"Building a ceiling. HAPPYSMILEY1
"
2735,1.0,"just finished a healthy lunch and headed out for a walk! HAPPYSMILEY1
"
2736,1.0,"More testing HAPPYSMILEY1
"
2737,1.0,"working on a project HAPPYSMILEY1
"
2738,1.0,"HAPPYSMILEY1
"
2739,1.0,"Dear NoY, this is me not being boring. yours sincerely, FRED. HAPPYSMILEY1
"
2740,1.0,"""man im tired...its gonna be a long night...but at least i'll be able to say i watched """"Batman"""" on opening show... HAPPYSMILEY1""
"
2741,1.0,"I am washing clothes (fun) HAPPYSMILEY1
"
2742,1.0,"Happy birthday mike god bless you HAPPYSMILEY1
"
2743,1.0,"And now I am gonna sign out of Twitter! HAPPYSMILEY2
"
2744,1.0,"Sitting down, after a day of fun running after my girl HAPPYSMILEY1 whew!
"
2745,1.0,"How do you compare White Christmas with Mack the Knife?  Little different. HAPPYSMILEY1
"
2746,1.0,"I put up a post with my favorite pic I think I've ever taken... a solar eclipse in India.  HAPPYSMILEY1
"
2747,1.0,"Doing a marketing plan for Uni-Pro Apparel - wow lots of research HAPPYSMILEY1
"
2748,1.0,"Just found out i might b a dad HAPPYSMILEY1
"
2749,1.0,"talking to people HAPPYSMILEY1
"
2750,1.0,"is going to the beach for the weekend!!!!! HAPPYSMILEY1
"
2751,1.0,"learn to love twitter HAPPYSMILEY2
"
2752,1.0,"Today can't go by fast enough! I'm excited to go White Water Rafting with my favorites. Should be a blast! I'll update, upon return. HAPPYSMILEY1
"
2753,1.0,"HAPPYSMILEY1
"
2754,1.0,"@pat5009 sure ka!! very nice to meet you in this happy dinner. wish we meet again HAPPYSMILEY1
"
2755,1.0,"Back from work and back on twitter ... HAPPYSMILEY2
"
2756,1.0,"is making an account on twitter HAPPYSMILEY1
"
2757,1.0,"Nemsokára megyünk a zp-be HAPPYSMILEY1
"
2758,1.0,"Vacation.... HAPPYSMILEY2
"
2759,1.0,"Heading home now, 7 hour drive through 115 degree weather most of the way, Boom Shankar will get me through it, Slayer will help too HAPPYSMILEY1
"
2760,1.0,"Can't wait to wear my Ranger hat! HAPPYSMILEY1
"
2761,1.0,"HAPPYSMILEY1
"
2762,1.0,"thinks it's funny to throw a cup of flour on her husband while he's in the shower. HAPPYSMILEY3
"
2763,1.0,"Setting up my new iMac.   HAPPYSMILEY2
"
2764,1.0,"got new moon today! gonna snuggle up and read some. HAPPYSMILEY1
"
2765,1.0,"Waiting excitedly to pick up my girl from the airport on Wednesday - woohoo HAPPYSMILEY1  Can't wait to get her back and hold her in my arms again ...
"
2766,1.0,"Hey Guy, check out my journal about my safari.  I can't wait to come home and see everyone. I love you, Momma HAPPYSMILEY1
"
2767,1.0,"Путь к холодильнику женщины лежит через её сердце HAPPYSMILEY1
"
2768,1.0,"""Из """"Одиночества в сети"""" Вишневского: """"Иногда она думала, что хорошо было хоть раз иметь его в online всю ночь"""" В онлайн это куда? О_о HAPPYSMILEY1)))""
"
2769,1.0,"hanging out HAPPYSMILEY1
"
2770,1.0,"在网上闲逛， 并且看看这里有没有懂汉语的住在北欧的人。 HAPPYSMILEY1
"
2771,1.0,"is learning how to use twitter HAPPYSMILEY1
"
2772,1.0,"Hi! It would be interesting to see how you would portray me as a graphic HAPPYSMILEY2
"
2773,1.0,"my birthday was great. and batman ruled. Go see it HAPPYSMILEY1
"
2774,1.0,"off we go into the wild blue yonder HAPPYSMILEY2
"
2775,1.0,"Ok good. HAPPYSMILEY1 +¿TanTan?+
"
2776,1.0,"Forgot to say.. Good Morning.... HAPPYSMILEY1 Have a pleasant Sunday..
"
2777,1.0,"""well i'll definitely """"do"""" you ;) i love you, and i hope you have a big sexy smile right now HAPPYSMILEY1""
"
2778,1.0,"alrighty, set up an extra account at twirl HAPPYSMILEY1
"
2779,1.0,"Off today,going to gym now HAPPYSMILEY1
"
2780,1.0,"What a place, what a city, what a language, how weird the people are. I like Helsinki. HAPPYSMILEY2
"
2781,1.0,"Night night all HAPPYSMILEY1
"
2782,1.0,"I'm still not sure if I should feel guilty about last night...taught my 4 y/o nephew to play Hold-Em.  He won the pot. Is that wrong?!?! HAPPYSMILEY1
"
2783,1.0,"Watching T4 hour later, HAPPYSMILEY1
"
2784,1.0,"First (half-a-)day at the local beach HAPPYSMILEY1. Never been there before.
"
2785,1.0,"nothing...and loving it. HAPPYSMILEY1
"
2786,1.0,"Hi, dtopper22.  Hope you enjoy following.  Hang around, and we'll see what trouble we can find.  HAPPYSMILEY1
"
2787,1.0,"Doing the oil change on your own is a lot of fun HAPPYSMILEY1
"
2788,1.0,"Sitting in the plenary HAPPYSMILEY1
"
2789,1.0,"I'm grounded but my dads out of town so I'm about to go to the mall and get clothes HAPPYSMILEY1
"
2790,1.0,"Eat bacon you stupid pig! HAPPYSMILEY1 heading 2 sonic From olivia!
"
2791,1.0,"twitter vacation HAPPYSMILEY1
"
2792,1.0,"Is ready for bed HAPPYSMILEY1
"
2793,1.0,"listening to music HAPPYSMILEY1
"
2794,1.0,"wore a tie to work today! HAPPYSMILEY1
"
2795,1.0,"Studying...I have no idea what ever possessed me to become a psychiatrist haha.  I have no life now!  HAPPYSMILEY1
"
2796,1.0,"Pan music at night with old and young people ball dancing HAPPYSMILEY1 now this is life
"
2797,1.0,"đọc Oxford thương yêu, dễ thương HAPPYSMILEY1
"
2798,1.0,"Урррааа, конкурс закінчився! HAPPYSMILEY1 Переможці можуть отримати свої призи ;)
"
2799,1.0,"Weeeeeeeee~ Bored. Nothing to do. HAPPYSMILEY1)
"
2800,1.0,"Настроил твиттер на мобильнике HAPPYSMILEY2
"
2801,1.0,"lunch time *** HAPPYSMILEY1
"
2802,1.0,"In office now, trying to finish off the works on Monday... Waiting for Thursday, gonna watch Dark Knight movie that day... HAPPYSMILEY1
"
2803,1.0,"off to art!! HAPPYSMILEY1
"
2804,1.0,"Great morning so far, added some distance to my run this morning HAPPYSMILEY1
"
2805,1.0,"Enjoying being back to work HAPPYSMILEY1
"
2806,1.0,"sending out MP3's and working HAPPYSMILEY1
"
2807,1.0,"... we are now on Twitter! twit! twit! HAPPYSMILEY1
"
2808,1.0,"Working late shift...doing homework...the usual HAPPYSMILEY1
"
2809,1.0,"is going to see Amanda on Friday!!!!! HAPPYSMILEY1 i love you!!
"
2810,1.0,"Just got home, after my AMAZING retreat with David and Kerrie! HAPPYSMILEY1 THE BEST EVER!
"
2811,1.0,"Hello HAPPYSMILEY1
"
2812,1.0,"hi.  HAPPYSMILEY1
"
2813,1.0,"Cleaning the house. HAPPYSMILEY1
"
2814,1.0,"home sweet home.... i love coming home to a clean house i DIDN'T clean myself... HAPPYSMILEY1
"
2815,1.0,"Joker. . . . ill just make sure that you do. HAPPYSMILEY1
"
2816,1.0,"Working away HAPPYSMILEY1
"
2817,1.0,"HAPPYSMILEY3
"
2818,1.0,"""Registered for this thing really just to reserve the name in case it turns out to be """"the next big thing"""". Currently less than impressed. HAPPYSMILEY1""
"
2819,1.0,"is actually going to bed now.  Goodnight. HAPPYSMILEY1
"
2820,1.0,"امس تملّكت وانضميت الى قافلة المتأهلين HAPPYSMILEY1
"
2821,1.0,"Hey well done Roz I am inspired by you and love getting you tweete.Keep going you are an amazing inspiration. HAPPYSMILEY1
"
2822,1.0,"is getting ready to go work out HAPPYSMILEY1
"
2823,1.0,"I'm finishing up my last day at school, before I'm out for summer HAPPYSMILEY1
"
2824,1.0,"~sam  HAPPYSMILEY1  if i can't pass, i still love our all teachers and columbia college. that's totally my false.
"
2825,1.0,"working on my birthday- they made me cake though HAPPYSMILEY1
"
2826,1.0,"Right now I'm trying to decide what to do with the rest of my life. HAPPYSMILEY1
"
2827,1.0,"SO GOOD! HAPPYSMILEY1
"
2828,1.0,"I got an apartment today!!!!! yay... adulthood here I come!!! HAPPYSMILEY1
"
2829,1.0,"Just getting set up. HAPPYSMILEY1
"
2830,1.0,"And neither do the people that love and adore him HAPPYSMILEY2
"
2831,1.0,"going to chill in the summertime sun on the houseboat HAPPYSMILEY2
"
2832,1.0,"still trying to model that thing.. it seems it is taking forever.. or maybe I am just lazy? HAPPYSMILEY1
"
2833,1.0,"Swimming, laying by the pool, reading, enjoying the sun, good food, spending time w/ fam...& people wonder why I come here so often HAPPYSMILEY1
"
2834,1.0,"Learning how to use Twitter! HAPPYSMILEY1
"
2835,1.0,"yeah, and it's still too big to post  HAPPYSMILEY2
"
2836,1.0,"My job is listening to a lot of music. So i guess i am working HAPPYSMILEY1
"
2837,1.0,"Working on the new Beast of a car HAPPYSMILEY1
"
2838,1.0,"Talking to my little one HAPPYSMILEY2
"
2839,1.0,"trying to figure this twitter thing out HAPPYSMILEY1
"
2840,1.0,"working on my music! HAPPYSMILEY1
"
2841,1.0,"learning about twitter - sometimes I am SO behind HAPPYSMILEY2
"
2842,1.0,"is busy at work HAPPYSMILEY1
"
2843,1.0,"well the wether is fine  i go for lunch HAPPYSMILEY2
"
2844,1.0,"watching my recording of attack of the show HAPPYSMILEY1
"
2845,1.0,"""Добро пожаловать в микро-блог группы """"Штутгарт"""" www.odnoklassniki.ru/group/42866702745805 на Twitter! HAPPYSMILEY1""
"
2846,1.0,"NEW: Archive view for all channels. Also update to 'phreadz' tab on my.phreadz to show only posts with replies. HAPPYSMILEY1
"
2847,1.0,"My first message here... HAPPYSMILEY1
"
2848,1.0,"ну поехал я вобщем отдыхать HAPPYSMILEY1
"
2849,1.0,"Wow...made a whole $4 so far today!  I would call this a good day HAPPYSMILEY1
"
2850,1.0,"Miami I am here! new biz lots of aggravation and very excited HAPPYSMILEY2
"
2851,1.0,"watching buck's new video HAPPYSMILEY1
"
2852,1.0,"Yep, they still got it HAPPYSMILEY1
"
2853,1.0,"talk to me HAPPYSMILEY1
"
2854,1.0,"Watching the US office HAPPYSMILEY1
"
2855,1.0,"Hopefully the next post you see here will be from my mother herself. HAPPYSMILEY1
"
2856,1.0,"I love you! HAPPYSMILEY1 HAPPYSMILEY1
"
2857,1.0,"paul is awesome HAPPYSMILEY1  And i'm getting my other wing tomorrow
"
2858,1.0,"大家來玩Pluk吧..http://www.plurk.com/user/weiweian122  HAPPYSMILEY2
"
2859,1.0,"I'm spending my summer vacation... HAPPYSMILEY1
"
2860,1.0,"ready to go HAPPYSMILEY1
"
2861,1.0,"it is freezing in here HAPPYSMILEY1
"
2862,1.0,"Sitting on my computer at work..trying to understand how to see my friend Jamie's message to me HAPPYSMILEY1
"
2863,1.0,"I'm excited about this all. this is a first for me, but I was curious. HAPPYSMILEY1
"
2864,1.0,"Cannot wait to go home HAPPYSMILEY1
"
2865,1.0,"Hey Red Team, could you meet back at the lab at 6?  This is for dinner and a movie HAPPYSMILEY1
"
2866,1.0,"wish i could've gone to comic-con!! hi catherine!! HAPPYSMILEY1 say hi to rob and kristen for me april from california
"
2867,1.0,"@ebk1973 everyone needs a mac HAPPYSMILEY1
"
2868,1.0,"So... anybody actually reading this? I suppose I could update once in awhile...  HAPPYSMILEY2
"
2869,1.0,"I am reading about Twilight online. HAPPYSMILEY1
"
2870,1.0,"I'm trying out twitter.  HAPPYSMILEY1
"
2871,1.0,"Probably gonna use this regularly sometime. But not today. HAPPYSMILEY1
"
2872,1.0,"DRJT9107, Thanks for the links. HAPPYSMILEY1
"
2873,1.0,"getting back the sleep and energy i lost from camp!! HAPPYSMILEY1
"
2874,1.0,"missing my guy. what you doing? HAPPYSMILEY2
"
2875,1.0,"i am so relaxed after such a great day HAPPYSMILEY1
"
2876,1.0,"forgot all about this twitter business HAPPYSMILEY1
"
2877,1.0,"trying to figure out plurk. HAPPYSMILEY1
"
2878,1.0,"I m thinking HAPPYSMILEY1 lol..
"
2879,1.0,"тестирую на сотрудниках showcase от Sileni... попросили поменять лол хуй им HAPPYSMILEY1
"
2880,1.0,"Down the shore for the weekend HAPPYSMILEY1
"
2881,1.0,"thanks for teaching me how to twitter HAPPYSMILEY1)
"
2882,1.0,"Bad news - no cell phone reception in banquet room where Big 10 luncheon is held.  Sorry to my 0 followers. I'm sure you're disappointed HAPPYSMILEY1
"
2883,1.0,"just came back from a pleasure seeker dinner date HAPPYSMILEY1
"
2884,1.0,"Зарегился на твитаре пока мой логин не заняли HAPPYSMILEY1
"
2885,1.0,"and I start to twitter... HAPPYSMILEY1
"
2886,1.0,"I never use this thing  HAPPYSMILEY1  maybe i should
"
2887,1.0,"1941 miles and we are back home. What a ride HAPPYSMILEY2
"
2888,1.0,"I'm working now. or no... HAPPYSMILEY1
"
2889,1.0,"being amazed that there is another 40+ dude on twitter HAPPYSMILEY2
"
2890,1.0,"play'n ball at 6:45 and 9:45, then post-game in the pool (everyone's welcome), then OUT... HAPPYSMILEY1
"
2891,1.0,"Ha! I forgot about Twitter HAPPYSMILEY1
"
2892,1.0,"is headed out....Sebastian Leger tonight. HAPPYSMILEY1
"
2893,1.0,"going to eat something HAPPYSMILEY1
"
2894,1.0,"Just came home from a local food festival and watching batman, which was awesome! Now i'm dead tired and going to bed. Good night HAPPYSMILEY1
"
2895,1.0,"Looking forward to a weekend HAPPYSMILEY1
"
2896,1.0,"is probably not going to update this, really i did it to follow natalie grant HAPPYSMILEY1
"
2897,1.0,"doing hair in Boston, MA HAPPYSMILEY1
"
2898,1.0,"@brandy_xo dont freak out... you can always call and talk to me HAPPYSMILEY1
"
2899,1.0,"I was trying to find a usable screen name HAPPYSMILEY1
"
2900,1.0,"is leaving for Camp Cherokee on Sunday HAPPYSMILEY1.
"
2901,1.0,"Is glad he found Twitter, Nice to meet you all HAPPYSMILEY1
"
2902,1.0,"Is eating lunch HAPPYSMILEY1
"
2903,1.0,"Enjoying the sunshine! HAPPYSMILEY3
"
2904,1.0,"HAPPYSMILEY2
"
2905,1.0,"is on holiday HAPPYSMILEY1
"
2906,1.0,"Champagne lunch at Langtrys. What better way to spend a Saturday afternoon HAPPYSMILEY2
"
2907,1.0,"on justin.tv HAPPYSMILEY1
"
2908,1.0,"""Don't get me wrong Zep is my favorite band. They did get sued a time or two for """"borrowing"""" songs. HAPPYSMILEY1""
"
2909,1.0,"HAPPYSMILEY2
"
2910,1.0,"watching best week ever. waiting for will to pick me up. wedding FUN HAPPYSMILEY1
"
2911,1.0,"Cleaning house about to go work out HAPPYSMILEY1
"
2912,1.0,"I am trying to rest and repair for the most part... a little recreational painting helps the healing process HAPPYSMILEY2
"
2913,1.0,"hehe she returned... HAPPYSMILEY1
"
2914,1.0,"HAPPYSMILEY1
"
2915,1.0,"sister is over visiting HAPPYSMILEY1 chatting and catching up
"
2916,1.0,"Starting my own personal twitter... finally HAPPYSMILEY1
"
2917,1.0,"California philharmonics. Great weather HAPPYSMILEY1
"
2918,1.0,"I'm home, drinking some wine. HAPPYSMILEY1
"
2919,1.0,"just got home after dancing all night HAPPYSMILEY2
"
2920,1.0,"deciding if i should go to bed or not. yep. gonna go lay in my bed. if i will sleep or not that is the QUESTION!! HAPPYSMILEY1
"
2921,1.0,"Enjoying a digital smack sunday HAPPYSMILEY1
"
2922,1.0,"g9 everybody HAPPYSMILEY1
"
2923,1.0,"i`m going to eat HAPPYSMILEY1
"
2924,1.0,"@Rokkster hey Adam. Just thought I would tweet you from my new iPhone. Not got yours yet? I'm a very happy bunny. HAPPYSMILEY2
"
2925,1.0,"Приучаю старшую дочку к спонтанным желаниям и их реализации. Еду провожать ее в Питер. Идея родилась за обедом. Реализовали HAPPYSMILEY1
"
2926,1.0,"I'm testing Twitter! HAPPYSMILEY1
"
2927,1.0,"The Maine was amazing last night HAPPYSMILEY1
"
2928,1.0,"Beauty and the beast play HAPPYSMILEY1
"
2929,1.0,"Just celebrated my oldest daughter's 16th birthday and went out for a long drive with her -- SHE was behind the wheel!  HAPPYSMILEY2
"
2930,1.0,"Long time no update. HAPPYSMILEY1 Been a crazy busy few months. Some new news, we are expecting another baby in march.
"
2931,1.0,"Is that why you always want us to backup?  HAPPYSMILEY1 Seriously, thats to bad
"
2932,1.0,"Its no fun walking back from uni when i'm freezing my ass off. Then again, i have the best thing ever. Music HAPPYSMILEY1
"
2933,1.0,"I am up earlier than I want to be, with more to do than I want to do. Maybe I'll play a quick game of solitaire instead HAPPYSMILEY1
"
2934,1.0,"just got home from work HAPPYSMILEY1
"
2935,1.0,"thinking of her gimp husband HAPPYSMILEY1
"
2936,1.0,"Waiting to take my son to the md. We went to Vegas for the weekend, it was fun. 3 more days at Savon.com and then I am free. woo hoo. HAPPYSMILEY2
"
2937,1.0,"HAPPYSMILEY1
"
2938,1.0,"Just got home from work, to do work HAPPYSMILEY2
"
2939,1.0,"Working on new blog. Promise. HAPPYSMILEY1
"
2940,1.0,"okie, i try 21 then HAPPYSMILEY1
"
2941,1.0,"HAPPYSMILEY1
"
2942,1.0,"Ah, about to turn 40.... hope life does get better after 40, but it looks that way HAPPYSMILEY2
"
2943,1.0,"Hi, I'm here and trying out twitter!  Crazy overwhelming right now HAPPYSMILEY1
"
2944,1.0,"is going to catch up with an old friend. HAPPYSMILEY1
"
2945,1.0,"going to check myspace. HAPPYSMILEY1
"
2946,1.0,"Chinese Food! HAPPYSMILEY1
"
2947,1.0,"hit the fly...now waiting to see where it landed HAPPYSMILEY1
"
2948,1.0,"@ksole that's awesome! I miss her so much!  HAPPYSMILEY1  When can we watch her for you??
"
2949,1.0,"is in Arizona!!! just got back from this mexican restaurant. 'bout to watch a movie. HAPPYSMILEY1
"
2950,1.0,"Being a night owl and looking at Jay Leno  HAPPYSMILEY2
"
2951,1.0,"Ay i have a question HAPPYSMILEY1!
"
2952,1.0,"Busy HAPPYSMILEY1
"
2953,1.0,"Airco-Bib HAPPYSMILEY1
"
2954,1.0,"ana 8a3 6al3 film 3la MBC2 3jeeeeeeeeeeb HAPPYSMILEY1
"
2955,1.0,"HI there Kitty good to see you on here HAPPYSMILEY1
"
2956,1.0,"on a plane.....headed to the land of la HAPPYSMILEY1
"
2957,1.0,"@5oc: with horny dogs HAPPYSMILEY1 Today I have a bed :D I´m in Logroño at the moment.
"
2958,1.0,"Just made a deal with Feelgood, he will be selling my creations. I love building, but i hate selling, this is a great deal for me HAPPYSMILEY1
"
2959,1.0,"check out thedailyneopets.com for your unreleased news.  This is a of a side account; use twitter.com/neonews for main updates. HAPPYSMILEY1 Thanks!
"
2960,1.0,"Another lovely summer day! HAPPYSMILEY1
"
2961,1.0,"Blah blah blah. Had one or five, bit queasy now. Heading home. HAPPYSMILEY2
"
2962,1.0,"she's really nice HAPPYSMILEY1
"
2963,1.0,"Watching Japanese drama through web . I love fast internet. HAPPYSMILEY1
"
2964,1.0,"Jake's saloon HAPPYSMILEY1
"
2965,1.0,"New on twitter HAPPYSMILEY1
"
2966,1.0,"""Im twittering for the first time IN SO LONG!!!!!!   HAPPYSMILEY1    """"always a good feeling""""""
"
2967,1.0,"Hey everyone HAPPYSMILEY1
"
2968,1.0,"listening to 4C's new track HAPPYSMILEY1
"
2969,1.0,"is anxious about starting her trip home today HAPPYSMILEY2
"
2970,1.0,"going to bed HAPPYSMILEY1
"
2971,1.0,"Back home HAPPYSMILEY1
"
2972,1.0,"need to be getting ready for work...at least it's Wednesday HAPPYSMILEY1
"
2973,1.0,"Sorry Andy, I cannot twitter.  I tried, but it just isn't me.  HAPPYSMILEY2
"
2974,1.0,"at the hospital with my wife, her water broke at 4am.  Wireless here in the room!!  We should have a baby by the end of the day HAPPYSMILEY1
"
2975,1.0,"New chapter.  HAPPYSMILEY1
"
2976,1.0,"Welcome to Generation Fly HAPPYSMILEY1
"
2977,1.0,"Finished reading Transcending CSS. All in all, a good day off. HAPPYSMILEY2
"
2978,1.0,"just got home from work. One more day to go. Can't wait... Gotta go grocery shopping for my goodbye party HAPPYSMILEY1
"
2979,1.0,"Up-to-date with 30DC pre-season HAPPYSMILEY2
"
2980,1.0,"hello from cordless_drills HAPPYSMILEY1
"
2981,1.0,"loving my new (3rd!) kitty Tiger the Bliss that I found in the street HAPPYSMILEY1
"
2982,1.0,"eating my dinner HAPPYSMILEY1
"
2983,1.0,"i can't send a message. doing something wrong for sure HAPPYSMILEY1
"
2984,1.0,"is learning about twitter.com HAPPYSMILEY1
"
2985,1.0,"is really confused about how this thing works...I heard about it getting someone out of jail on the news HAPPYSMILEY1
"
2986,1.0,"""""""Just the ticket""""?  Is that anything like """"the dog's whats-it""""?  HAPPYSMILEY2""
"
2987,1.0,"Finally going to see Dark Knight with jake after my last day of training HAPPYSMILEY1
"
2988,1.0,"is super-stoked about her job in San Diego! Finally! HAPPYSMILEY1
"
2989,1.0,"Finally they won!!! Barcelona is around the corner HAPPYSMILEY1
"
2990,1.0,"Taking a quick break at work. HAPPYSMILEY2
"
2991,1.0,"Learning Twitter  HAPPYSMILEY2
"
2992,1.0,"Swimming, boating, long summernights and beer.. What more could you ask for? (Except all the plug-ins in the world...) HAPPYSMILEY2
"
2993,1.0,"Can't wait for Cat's wedding this weekend! HAPPYSMILEY1
"
2994,1.0,"I am sitting here with the best guy in the world... enjoying life. HAPPYSMILEY1
"
2995,1.0,"I'm so confused  LOL  HAPPYSMILEY3  But i just watched my new favorite show... so you think you can dance  HAPPYSMILEY1  I WISH I could dance   lol    HAPPYSMILEY3
"
2996,1.0,"Getting ready for bed HAPPYSMILEY1
"
2997,1.0,"Is happy to be home HAPPYSMILEY1
"
2998,1.0,"HAPPYSMILEY1
"
2999,1.0,"""...am doing? maybe i am too """"old"""" and don't understand what young """"whippersnappers"""" find important to them. have i gotten old!?!? HAPPYSMILEY1""
"
3000,1.0,"Happily working HAPPYSMILEY2
"
3001,1.0,"Well, guess I figured out the phone thingy. HAPPYSMILEY1
"
3002,1.0,"proposal hell all day long!  Oh and i have bronchitis so miserable on top of that HAPPYSMILEY2
"
3003,1.0,"Getting ready for work and waiting on Z to wake up to get him dressed.  Needing a cup of coffee!!!! HAPPYSMILEY1
"
3004,1.0,"working, sleeping,fresh air, life tasks...where r u? Funny, I think because i'm on, u should be too. HAPPYSMILEY1
"
3005,1.0,"""Is a big fan of the """"Canary Hotel"""" in Santa Barbara. Its even dog friendly! HAPPYSMILEY1""
"
3006,1.0,"Trying to understand Twitter HAPPYSMILEY2
"
3007,1.0,"Loving life right now. Just wish work would pick up a little. Happy, though HAPPYSMILEY1
"
3008,1.0,"Hello world!  HAPPYSMILEY1
"
3009,1.0,"Baking some beer bread... yummy! HAPPYSMILEY2
"
3010,1.0,"Who is General Failure and why is he reading my disk? HAPPYSMILEY2
"
3011,1.0,"out riding HAPPYSMILEY1
"
3012,1.0,"Are you any of you going by Sonic are you way to class???  HAPPYSMILEY1
"
3013,1.0,"I am at work writing to you.  HAPPYSMILEY2
"
3014,1.0,"working HAPPYSMILEY2
"
3015,1.0,"trying to update twitter account HAPPYSMILEY1
"
3016,1.0,"Getting ready for Affiliate Summit in Boston HAPPYSMILEY1
"
3017,1.0,"eat whole wheat pizza it's tasty HAPPYSMILEY1
"
3018,1.0,"on the couch, watching The Office HAPPYSMILEY1
"
3019,1.0,"Getting ready to leave work!  Finally!  HAPPYSMILEY2
"
3020,1.0,"back from Greece-trip of a lifetime!!!!!!!!!!!   HAPPYSMILEY1
"
3021,1.0,"HAPPYSMILEY1
"
3022,1.0,"Watching Ace of Cakes. Might be a while till my next post, what with the baby and all. HAPPYSMILEY1
"
3023,1.0,"Hi there!  Got your invite. HAPPYSMILEY3
"
3024,1.0,"Watching house HAPPYSMILEY1
"
3025,1.0,"Excited about oxford HAPPYSMILEY1
"
3026,1.0,"Смотрю последнее затмение HAPPYSMILEY1 Ацкое явление все-таки!
"
3027,1.0,"Getting ready to go to the beach for the day! HAPPYSMILEY3
"
3028,1.0,"Waiting to find out if he made it yet... I'm so sure he did, it scares me HAPPYSMILEY1
"
3029,1.0,"@mylerdude Nay I'm not James, just someone who's really interested in trying out chi.mp! HAPPYSMILEY1
"
3030,1.0,"ready for work HAPPYSMILEY1
"
3031,1.0,"Here's an original posting: I've just signed up for Twitter.  Note to self: Must remember my Twitter name and password.  HAPPYSMILEY2
"
3032,1.0,"hazelnut cream with a dash of coffee? delicious. now if only it were 4:30 HAPPYSMILEY1
"
3033,1.0,"Home again HAPPYSMILEY1
"
3034,1.0,"Finally made up my mind to launch http://www.FundingDesk.com within the next 10 Days. Keep running into good people that I can help. HAPPYSMILEY1
"
3035,1.0,"Going out with my daughter HAPPYSMILEY1
"
3036,1.0,"I should be working. But I am here setting up a Twitter account. HAPPYSMILEY2
"
3037,1.0,"My bike is here! My bike is here! They are working it up right now! I may be cruising around on it by tonight. HAPPYSMILEY1
"
3038,1.0,"Waiting for Jack to get here!! HAPPYSMILEY1
"
3039,1.0,"Entering twitter for the first time ever HAPPYSMILEY1
"
3040,1.0,"i am looking at your cutie picture.  HAPPYSMILEY2
"
3041,1.0,"@thenk83 cool HAPPYSMILEY2
"
3042,1.0,"Looking forward to seeing my ben HAPPYSMILEY2
"
3043,1.0,"I am doing my homework for lesson 1, and then in my spare time, (if and when I have any), I am reviewing the pre-season videos.           HAPPYSMILEY1
"
3044,1.0,"I'm here... x HAPPYSMILEY1
"
3045,1.0,"Drinking wine HAPPYSMILEY2
"
3046,1.0,"Finding out what Twitter can do for me.  HAPPYSMILEY2
"
3047,1.0,"trying to sleep....and failing HAPPYSMILEY1
"
3048,1.0,"HAPPYSMILEY1
"
